0	-234.228938
0.001736	-234.307454
0.003472	-233.928207
0.005208	-233.243784
0.006944	-232.635654
0.008681	-231.874937
0.010417	-230.961632
0.012153	-230.429797
0.013889	-230.05055
0.015625	-229.442421
0.017361	-229.063173
0.019097	-228.302456
0.020833	-227.770621
0.022569	-227.086198
0.024306	-226.783245
0.026042	-226.251409
0.027778	-225.64328
0.029514	-225.111445
0.03125	-224.350728
0.032986	-223.590011
0.034722	-223.439645
0.036458	-223.594456
0.038194	-223.291502
0.039931	-222.912255
0.041667	-222.609302
0.043403	-222.077466
0.045139	-222.079689
0.046875	-221.624147
0.048611	-221.550076
0.050347	-220.941947
0.052083	-220.410112
0.053819	-220.030864
0.055556	-219.651617
0.057292	-219.653839
0.059028	-219.656062
0.060764	-219.734578
0.0625	-219.584213
0.064236	-219.128671
0.065972	-218.749424
0.067708	-218.217589
0.069444	-217.990929
0.071181	-217.459094
0.072917	-217.003553
0.074653	-216.548011
0.076389	-216.245058
0.078125	-215.942105
0.079861	-215.0288
0.081597	-214.496965
0.083333	-214.194011
0.085069	-213.891058
0.086806	-213.282929
0.088542	-212.979975
0.090278	-212.905904
0.092014	-212.450362
0.09375	-212.223703
0.095486	-211.691868
0.097222	-211.160033
0.098958	-210.704491
0.100694	-209.791186
0.102431	-209.183057
0.104167	-208.727516
0.105903	-208.195681
0.107639	-207.434964
0.109375	-206.903128
0.111111	-206.142411
0.112847	-205.381694
0.114583	-204.620977
0.116319	-203.86026
0.118056	-203.252131
0.119792	-202.644002
0.121528	-202.035873
0.123264	-201.580331
0.125	-200.972202
0.126736	-200.440367
0.128472	-200.290001
0.130208	-200.063342
0.131944	-199.684095
0.133681	-199.075966
0.135417	-198.773012
0.137153	-198.470059
0.138889	-198.243399
0.140625	-198.01674
0.142361	-197.866374
0.144097	-197.410833
0.145833	-197.260468
0.147569	-197.26269
0.149306	-197.112325
0.151042	-196.733077
0.152778	-196.811594
0.154514	-196.737522
0.15625	-196.358275
0.157986	-196.360497
0.159722	-196.362719
0.161458	-196.059766
0.163194	-195.680519
0.164931	-194.919802
0.166667	-194.006497
0.168403	-193.24578
0.170139	-192.103593
0.171875	-190.885112
0.173611	-190.124395
0.175347	-190.584381
0.177083	-190.662898
0.178819	-190.28365
0.180556	-189.828109
0.182292	-189.21998
0.184028	-188.688145
0.185764	-188.537779
0.1875	-187.92965
0.189236	-187.092639
0.190972	-186.789685
0.192708	-186.791908
0.194444	-186.565248
0.196181	-186.109707
0.197917	-185.654166
0.199653	-185.198625
0.201389	-184.895671
0.203125	-184.44013
0.204861	-183.832001
0.206597	-182.918696
0.208333	-182.157979
0.210069	-181.702438
0.211806	-181.628366
0.213542	-181.020237
0.215278	-180.488402
0.217014	-179.880272
0.21875	-179.272143
0.220486	-178.58772
0.222222	-178.055885
0.223958	-177.371462
0.225694	-176.992214
0.227431	-176.307791
0.229167	-175.623368
0.230903	-175.015239
0.232639	-174.330816
0.234375	-173.493805
0.236111	-173.038264
0.237847	-172.964192
0.239583	-172.737533
0.241319	-172.281991
0.243056	-171.82645
0.244792	-171.218321
0.246528	-170.76278
0.248264	-170.765002
0.25	-170.690931
0.251736	-170.311683
0.253472	-169.779848
0.255208	-169.629483
0.256944	-169.402823
0.258681	-168.7184
0.260417	-168.186565
0.262153	-168.036199
0.263889	-168.038422
0.265625	-168.269526
0.267361	-167.890279
0.269097	-167.892501
0.270833	-167.742135
0.272569	-167.668064
0.274306	-167.822874
0.276042	-167.748803
0.277778	-167.522143
0.279514	-167.142896
0.28125	-166.99253
0.282986	-166.842165
0.284722	-166.234036
0.286458	-165.931082
0.288194	-165.551835
0.289931	-165.02
0.291667	-164.259283
0.293403	-163.651154
0.295139	-163.195612
0.296875	-163.045247
0.298611	-162.742293
0.300347	-162.515634
0.302083	-162.212681
0.303819	-162.138609
0.305556	-161.454186
0.307292	-161.151233
0.309028	-160.314222
0.310764	-159.934974
0.3125	-159.479433
0.314236	-159.023892
0.315972	-158.339469
0.317708	-157.807633
0.319444	-157.352092
0.321181	-156.820257
0.322917	-156.212128
0.324653	-155.603999
0.326389	-155.148457
0.328125	-154.38774
0.329861	-153.932199
0.331597	-153.171482
0.333333	-152.334471
0.335069	-151.421166
0.336806	-151.347094
0.338542	-151.349317
0.340278	-151.046363
0.342014	-150.438234
0.34375	-150.211575
0.345486	-150.061209
0.347222	-149.83455
0.348958	-149.150127
0.350694	-148.313116
0.352431	-147.552399
0.354167	-147.020563
0.355903	-146.33614
0.357639	-145.728011
0.359375	-145.27247
0.361111	-145.122104
0.362847	-144.895445
0.364583	-144.821373
0.366319	-144.442126
0.368056	-144.215467
0.369792	-143.912513
0.371528	-143.380678
0.373264	-142.696255
0.375	-142.088126
0.376736	-141.403703
0.378472	-140.795573
0.380208	-139.882269
0.381944	-139.121551
0.383681	-138.28454
0.385417	-137.600117
0.387153	-136.915694
0.388889	-136.383859
0.390625	-135.623142
0.392361	-134.938719
0.394097	-134.178002
0.395833	-133.569873
0.397569	-133.114331
0.399306	-133.42173
0.401042	-133.118776
0.402778	-132.815823
0.404514	-132.741751
0.40625	-132.515092
0.407986	-132.975078
0.409722	-132.9773
0.411458	-132.750641
0.413194	-132.218806
0.414931	-131.534382
0.416667	-131.002547
0.418403	-130.699594
0.420139	-130.472934
0.421875	-130.017393
0.423611	-129.33297
0.425347	-128.877429
0.427083	-128.574475
0.428819	-128.04264
0.430556	-127.358217
0.432292	-126.750088
0.434028	-126.370841
0.435764	-125.839005
0.4375	-125.68864
0.439236	-125.156805
0.440972	-124.777557
0.442708	-124.245722
0.444444	-123.637593
0.446181	-123.105758
0.447917	-122.421335
0.449653	-121.584324
0.451389	-120.8999
0.453125	-120.215477
0.454861	-119.759936
0.456597	-118.922925
0.458333	-118.238502
0.460069	-117.630373
0.461806	-116.793362
0.463542	-116.108939
0.465278	-115.653397
0.467014	-115.197856
0.46875	-114.818609
0.470486	-114.21048
0.472222	-113.449763
0.473958	-113.070515
0.475694	-112.767562
0.477431	-112.312021
0.479167	-112.009067
0.480903	-111.477232
0.482639	-111.097985
0.484375	-110.871325
0.486111	-110.568372
0.487847	-110.112831
0.489583	-109.504701
0.491319	-108.972866
0.493056	-108.364737
0.494792	-107.909196
0.496528	-107.682536
0.498264	-107.455877
0.5	-107.381805
0.501736	-107.155146
0.503472	-106.775899
0.505208	-106.244063
0.506944	-105.55964
0.508681	-105.180393
0.510417	-105.106321
0.512153	-104.574486
0.513889	-104.195239
0.515625	-103.892285
0.517361	-103.589332
0.519097	-103.057497
0.520833	-102.830837
0.522569	-102.45159
0.524306	-101.843461
0.526042	-101.159038
0.527778	-100.550909
0.529514	-100.324249
0.53125	-99.868708
0.532986	-99.031697
0.534722	-98.27098
0.536458	-97.968026
0.538194	-97.588779
0.539931	-96.904356
0.541667	-96.296227
0.543403	-95.688098
0.545139	-95.156262
0.546875	-94.624427
0.548611	-94.168886
0.550347	-93.560757
0.552083	-92.723746
0.553819	-92.191911
0.555556	-91.507487
0.557292	-90.74677
0.559028	-89.986053
0.560764	-89.30163
0.5625	-88.998677
0.564236	-88.695723
0.565972	-88.087594
0.567708	-87.632053
